fund,fund_1,1495010,2005-01-03
fund,fund_2,1326575,2005-01-03
fund,fund_3,521808,2005-01-03
fund,fund_4,536806,2005-01-03
fund,fund_5,1172238,2005-01-03
fund,fund_6,1310992,2005-01-03
fund,fund_7,514121,2005-01-03
fund,fund_8,802148,2005-01-03
fund,fund_9,514044,2005-01-03
fund,fund_10,754598,2005-01-03
fund,fund_11,926559,2005-01-03
fund,fund_12,856404,2005-01-03
fund,fund_13,929293,2005-01-03
fund,fund_14,932929,2005-01-03
fund,fund_15,576514,2005-01-03
fund,fund_16,706660,2005-01-03
fund,fund_17,1001655,2005-01-03
fund,fund_18,1410508,2005-01-03
fund,fund_19,661439,2005-01-03
fund,fund_20,1460329,2005-01-03
fund,fund_21,1191364,2005-01-03
fund,fund_22,1256563,2005-01-03
fund,fund_23,632066,2005-01-03
fund,fund_24,1201927,2005-01-03
fund,fund_25,633974,2005-01-03
fund,fund_26,789364,2005-01-03
fund,fund_27,742356,2005-01-03
fund,fund_28,1173537,2005-01-03
fund,fund_29,626942,2005-01-03
fund,fund_30,1139916,2005-01-03
fund,fund_31,783334,2005-01-03
fund,fund_32,1180203,2005-01-03
fund,fund_33,1192712,2005-01-03
fund,fund_34,1439105,2005-01-03
fund,fund_35,1242713,2005-01-03
fund,fund_36,818938,2005-01-03
fund,fund_37,1492148,2005-01-03
fund,fund_38,1062580,2005-01-03
fund,fund_39,1195727,2005-01-03
fund,fund_40,994568,2005-01-03
fund,fund_41,1447742,2005-01-03
fund,fund_42,1080846,2005-01-03
fund,fund_43,1063151,2005-01-03
fund,fund_44,661211,2005-01-03
fund,fund_45,800688,2005-01-03
fund,fund_46,583024,2005-01-03
fund,fund_47,1380429,2005-01-03
fund,fund_48,891779,2005-01-03
fund,fund_49,989934,2005-01-03
fund,fund_50,1015078,2005-01-03
fund,fund_51,1207067,2005-01-03
fund,fund_52,748388,2005-01-03
fund,fund_53,695516,2005-01-03
fund,fund_54,1066343,2005-01-03
fund,fund_55,1370082,2005-01-03
fund,fund_56,656891,2005-01-03
fund,fund_57,825243,2005-01-03
fund,fund_58,987798,2005-01-03
fund,fund_59,565342,2005-01-03
fund,fund_60,958363,2005-01-03
fund,fund_61,769314,2005-01-03
fund,fund_62,1032512,2005-01-03
fund,fund_63,965654,2005-01-03
fund,fund_64,853244,2005-01-03
fund,fund_65,1248668,2005-01-03
fund,fund_66,661701,2005-01-03
fund,fund_67,1228075,2005-01-03
fund,fund_68,739310,2005-01-03
fund,fund_69,506474,2005-01-03
fund,fund_70,1430775,2005-01-03
fund,fund_71,919062,2005-01-03
fund,fund_72,988539,2005-01-03
fund,fund_73,1258490,2005-01-03
fund,fund_74,920553,2005-01-03
fund,fund_75,873355,2005-01-03
fund,fund_76,1358050,2005-01-03
fund,fund_77,948880,2005-01-03
fund,fund_78,999961,2005-01-03
fund,fund_79,1250611,2005-01-03
fund,fund_80,1278335,2005-01-03
fund,fund_81,1022977,2005-01-03
fund,fund_82,1023592,2005-01-03
fund,fund_83,1303423,2005-01-03
fund,fund_84,947642,2005-01-03
fund,fund_85,1376856,2005-01-03
fund,fund_86,1456248,2005-01-03
fund,fund_87,1278859,2005-01-03
fund,fund_88,699243,2005-01-03
fund,fund_89,1432017,2005-01-03
fund,fund_90,943390,2005-01-03
fund,fund_91,573787,2005-01-03
fund,fund_92,1433481,2005-01-03
fund,fund_93,614770,2005-01-03
fund,fund_94,915570,2005-01-03
fund,fund_95,585275,2005-01-03
fund,fund_96,904564,2005-01-03
fund,fund_97,1496839,2005-01-03
fund,fund_98,1450913,2005-01-03
fund,fund_99,651095,2005-01-03
fund,fund_100,594743,2005-01-03
fund,fund_101,617320,2005-01-03
fund,fund_102,1385261,2005-01-03
fund,fund_103,920319,2005-01-03
fund,fund_104,533551,2005-01-03
fund,fund_105,621927,2005-01-03
fund,fund_106,560200,2005-01-03
fund,fund_107,940402,2005-01-03
fund,fund_108,731289,2005-01-03
fund,fund_109,1192055,2005-01-03
fund,fund_110,702339,2005-01-03
fund,fund_111,1333342,2005-01-03
fund,fund_112,1227840,2005-01-03
fund,fund_113,752469,2005-01-03
fund,fund_114,1171876,2005-01-03
fund,fund_115,1482163,2005-01-03
fund,fund_116,803574,2005-01-03
fund,fund_117,693589,2005-01-03
fund,fund_118,1125020,2005-01-03
fund,fund_119,1236731,2005-01-03
fund,fund_120,1085882,2005-01-03
fund,fund_121,789411,2005-01-03
fund,fund_122,931580,2005-01-03
fund,fund_123,670946,2005-01-03
fund,fund_124,751456,2005-01-03
fund,fund_125,1433770,2005-01-03
fund,fund_126,822341,2005-01-03
fund,fund_127,1276069,2005-01-03
fund,fund_128,1036264,2005-01-03
fund,fund_129,562696,2005-01-03
fund,fund_130,1126149,2005-01-03
fund,fund_131,1105539,2005-01-03
fund,fund_132,810560,2005-01-03
fund,fund_133,972913,2005-01-03
fund,fund_134,1363116,2005-01-03
fund,fund_135,1256016,2005-01-03
fund,fund_136,1391600,2005-01-03
fund,fund_137,1105915,2005-01-03
fund,fund_138,1262592,2005-01-03
fund,fund_139,534063,2005-01-03
fund,fund_140,1297885,2005-01-03
fund,fund_141,1111137,2005-01-03
fund,fund_142,1374284,2005-01-03
fund,fund_143,749370,2005-01-03
fund,fund_144,1412130,2005-01-03
fund,fund_145,934314,2005-01-03
fund,fund_146,1223533,2005-01-03
fund,fund_147,936794,2005-01-03
fund,fund_148,631961,2005-01-03
fund,fund_149,668368,2005-01-03
fund,fund_150,1228335,2005-01-03
fund,fund_151,514695,2005-01-03
fund,fund_152,1032837,2005-01-03
fund,fund_153,682754,2005-01-03
fund,fund_154,1150660,2005-01-03
fund,fund_155,568851,2005-01-03
fund,fund_156,636493,2005-01-03
fund,fund_157,1027317,2005-01-03
fund,fund_158,1306212,2005-01-03
fund,fund_159,1269359,2005-01-03
fund,fund_160,1398280,2005-01-03
fund,fund_161,1087146,2005-01-03
fund,fund_162,556950,2005-01-03
fund,fund_163,722751,2005-01-03
fund,fund_164,525858,2005-01-03
fund,fund_165,1202861,2005-01-03
fund,fund_166,1354731,2005-01-03
fund,fund_167,1059207,2005-01-03
fund,fund_168,1140255,2005-01-03
fund,fund_169,1177909,2005-01-03
fund,fund_170,733848,2005-01-03
fund,fund_171,1277526,2005-01-03
fund,fund_172,1140919,2005-01-03
fund,fund_173,966135,2005-01-03
fund,fund_174,926925,2005-01-03
fund,fund_175,1033056,2005-01-03
fund,fund_176,1109436,2005-01-03
fund,fund_177,996491,2005-01-03
fund,fund_178,933443,2005-01-03
fund,fund_179,1159527,2005-01-03
fund,fund_180,742965,2005-01-03
fund,fund_181,930277,2005-01-03
fund,fund_182,687308,2005-01-03
fund,fund_183,1491453,2005-01-03
fund,fund_184,1251426,2005-01-03
fund,fund_185,958988,2005-01-03
fund,fund_186,1377928,2005-01-03
fund,fund_187,1119498,2005-01-03
fund,fund_188,1355142,2005-01-03
fund,fund_189,636273,2005-01-03
fund,fund_190,817123,2005-01-03
fund,fund_191,667666,2005-01-03
fund,fund_192,948919,2005-01-03
fund,fund_193,829393,2005-01-03
fund,fund_194,1140275,2005-01-03
fund,fund_195,1474685,2005-01-03
fund,fund_196,684881,2005-01-03
fund,fund_197,1263747,2005-01-03
fund,fund_198,660895,2005-01-03
fund,fund_199,669253,2005-01-03
fund,fund_200,1286968,2005-01-03
fund,fund_201,945749,2005-01-03
fund,fund_202,657357,2005-01-03
fund,fund_203,945918,2005-01-03
fund,fund_204,1347723,2005-01-03
fund,fund_205,557273,2005-01-03
fund,fund_206,653257,2005-01-03
fund,fund_207,1350668,2005-01-03
fund,fund_208,1185886,2005-01-03
fund,fund_209,1317808,2005-01-03
fund,fund_210,876494,2005-01-03
fund,fund_211,1128653,2005-01-03
fund,fund_212,1206470,2005-01-03
fund,fund_213,521304,2005-01-03
fund,fund_214,1062218,2005-01-03
fund,fund_215,1028144,2005-01-03
fund,fund_216,1294126,2005-01-03
fund,fund_217,689039,2005-01-03
fund,fund_218,504692,2005-01-03
fund,fund_219,848618,2005-01-03
fund,fund_220,938278,2005-01-03
fund,fund_221,618647,2005-01-03
fund,fund_222,864931,2005-01-03
fund,fund_223,550655,2005-01-03
fund,fund_224,1380771,2005-01-03
fund,fund_225,1329122,2005-01-03
fund,fund_226,1251933,2005-01-03
fund,fund_227,603358,2005-01-03
fund,fund_228,1439721,2005-01-03
fund,fund_229,616010,2005-01-03
fund,fund_230,743750,2005-01-03
fund,fund_231,1289619,2005-01-03
fund,fund_232,551441,2005-01-03
fund,fund_233,1422380,2005-01-03
fund,fund_234,855737,2005-01-03
fund,fund_235,738993,2005-01-03
fund,fund_236,959837,2005-01-03
fund,fund_237,640030,2005-01-03
fund,fund_238,1377970,2005-01-03
fund,fund_239,1488055,2005-01-03
fund,fund_240,1200377,2005-01-03
fund,fund_241,1064095,2005-01-03
fund,fund_242,500483,2005-01-03
fund,fund_243,1253781,2005-01-03
fund,fund_244,572185,2005-01-03
fund,fund_245,1109869,2005-01-03
fund,fund_246,705871,2005-01-03
fund,fund_247,1464199,2005-01-03
fund,fund_248,740128,2005-01-03
fund,fund_249,1446865,2005-01-03
fund,fund_250,730175,2005-01-03
fund,fund_251,964942,2005-01-03
fund,fund_252,620084,2005-01-03
fund,fund_253,959563,2005-01-03
fund,fund_254,705917,2005-01-03
fund,fund_255,1011042,2005-01-03
fund,fund_256,1313188,2005-01-03
fund,fund_257,1054711,2005-01-03
fund,fund_258,508596,2005-01-03
fund,fund_259,503154,2005-01-03
fund,fund_260,1056010,2005-01-03
fund,fund_261,1138541,2005-01-03
fund,fund_262,543519,2005-01-03
fund,fund_263,1402585,2005-01-03
fund,fund_264,782001,2005-01-03
fund,fund_265,692563,2005-01-03
fund,fund_266,1294905,2005-01-03
fund,fund_267,1255451,2005-01-03
fund,fund_268,1281144,2005-01-03
fund,fund_269,1282839,2005-01-03
fund,fund_270,745882,2005-01-03
fund,fund_271,742058,2005-01-03
fund,fund_272,815806,2005-01-03
fund,fund_273,622826,2005-01-03
fund,fund_274,739118,2005-01-03
fund,fund_275,1173616,2005-01-03
fund,fund_276,1089036,2005-01-03
fund,fund_277,551641,2005-01-03
fund,fund_278,574001,2005-01-03
fund,fund_279,1240719,2005-01-03
fund,fund_280,731309,2005-01-03
fund,fund_281,696986,2005-01-03
fund,fund_282,1411568,2005-01-03
fund,fund_283,786800,2005-01-03
fund,fund_284,871008,2005-01-03
fund,fund_285,1452702,2005-01-03
fund,fund_286,1491625,2005-01-03
fund,fund_287,990363,2005-01-03
fund,fund_288,1486845,2005-01-03
fund,fund_289,1253138,2005-01-03
fund,fund_290,920516,2005-01-03
fund,fund_291,852227,2005-01-03
fund,fund_292,884954,2005-01-03
fund,fund_293,570474,2005-01-03
fund,fund_294,1335959,2005-01-03
fund,fund_295,692365,2005-01-03
fund,fund_296,533878,2005-01-03
fund,fund_297,851004,2005-01-03
fund,fund_298,1256308,2005-01-03
fund,fund_299,1307214,2005-01-03
fund,fund_300,862682,2005-01-03
fund,fund_301,901240,2005-01-03
fund,fund_302,1308004,2005-01-03
fund,fund_303,547014,2005-01-03
fund,fund_304,564715,2005-01-03
fund,fund_305,1463061,2005-01-03
fund,fund_306,846555,2005-01-03
fund,fund_307,831081,2005-01-03
fund,fund_308,858893,2005-01-03
fund,fund_309,596022,2005-01-03
fund,fund_310,1201677,2005-01-03
fund,fund_311,1466450,2005-01-03
fund,fund_312,655671,2005-01-03
fund,fund_313,1342083,2005-01-03
fund,fund_314,1227333,2005-01-03
fund,fund_315,591660,2005-01-03
fund,fund_316,1098732,2005-01-03
fund,fund_317,657466,2005-01-03
fund,fund_318,1468500,2005-01-03
fund,fund_319,1150795,2005-01-03
fund,fund_320,719486,2005-01-03
fund,fund_321,796696,2005-01-03
fund,fund_322,1065982,2005-01-03
fund,fund_323,1187436,2005-01-03
fund,fund_324,1250679,2005-01-03
fund,fund_325,1069369,2005-01-03
fund,fund_326,1214049,2005-01-03
fund,fund_327,719382,2005-01-03
fund,fund_328,1166267,2005-01-03
fund,fund_329,829818,2005-01-03
fund,fund_330,1080302,2005-01-03
fund,fund_331,1247611,2005-01-03
fund,fund_332,781363,2005-01-03
fund,fund_333,503569,2005-01-03
fund,fund_334,840551,2005-01-03
fund,fund_335,512366,2005-01-03
fund,fund_336,529579,2005-01-03
fund,fund_337,1485795,2005-01-03
fund,fund_338,780884,2005-01-03
fund,fund_339,1366042,2005-01-03
fund,fund_340,569713,2005-01-03
fund,fund_341,749241,2005-01-03
fund,fund_342,679039,2005-01-03
fund,fund_343,668530,2005-01-03
fund,fund_344,790589,2005-01-03
fund,fund_345,1320969,2005-01-03
fund,fund_346,500802,2005-01-03
fund,fund_347,1337606,2005-01-03
fund,fund_348,1367324,2005-01-03
fund,fund_349,577180,2005-01-03
fund,fund_350,1357373,2005-01-03
fund,fund_351,841367,2005-01-03
fund,fund_352,771595,2005-01-03
fund,fund_353,1087960,2005-01-03
fund,fund_354,1132891,2005-01-03
fund,fund_355,914473,2005-01-03
fund,fund_356,1094489,2005-01-03
fund,fund_357,814052,2005-01-03
fund,fund_358,1382821,2005-01-03
fund,fund_359,1474201,2005-01-03
fund,fund_360,704021,2005-01-03
fund,fund_361,1072970,2005-01-03
fund,fund_362,861355,2005-01-03
fund,fund_363,881952,2005-01-03
fund,fund_364,1386600,2005-01-03
fund,fund_365,1469101,2005-01-03
fund,fund_366,1287627,2005-01-03
fund,fund_367,553871,2005-01-03
fund,fund_368,1412773,2005-01-03
fund,fund_369,675265,2005-01-03
fund,fund_370,1119126,2005-01-03
fund,fund_371,1449921,2005-01-03
fund,fund_372,1251200,2005-01-03
fund,fund_373,502054,2005-01-03
fund,fund_374,1194129,2005-01-03
fund,fund_375,760864,2005-01-03
fund,fund_376,736575,2005-01-03
fund,fund_377,1050733,2005-01-03
fund,fund_378,876845,2005-01-03
fund,fund_379,655901,2005-01-03
fund,fund_380,1294092,2005-01-03
fund,fund_381,967328,2005-01-03
fund,fund_382,925167,2005-01-03
fund,fund_383,1225863,2005-01-03
fund,fund_384,1484153,2005-01-03
fund,fund_385,1307318,2005-01-03
fund,fund_386,849343,2005-01-03
fund,fund_387,941068,2005-01-03
fund,fund_388,1250722,2005-01-03
fund,fund_389,553992,2005-01-03
fund,fund_390,1335197,2005-01-03
fund,fund_391,1321751,2005-01-03
fund,fund_392,943301,2005-01-03
fund,fund_393,542073,2005-01-03
fund,fund_394,851163,2005-01-03
fund,fund_395,1407737,2005-01-03
fund,fund_396,506759,2005-01-03
fund,fund_397,1376062,2005-01-03
fund,fund_398,1138940,2005-01-03
fund,fund_399,1371013,2005-01-03
fund,fund_400,1316266,2005-01-03
fund,fund_401,839391,2005-01-03
fund,fund_402,1409065,2005-01-03
fund,fund_403,779102,2005-01-03
fund,fund_404,1069474,2005-01-03
fund,fund_405,564795,2005-01-03
fund,fund_406,1113473,2005-01-03
fund,fund_407,1057728,2005-01-03
fund,fund_408,904817,2005-01-03
fund,fund_409,884450,2005-01-03
fund,fund_410,964641,2005-01-03
fund,fund_411,665214,2005-01-03
fund,fund_412,926228,2005-01-03
fund,fund_413,1365332,2005-01-03
fund,fund_414,1235256,2005-01-03
fund,fund_415,935200,2005-01-03
fund,fund_416,793400,2005-01-03
fund,fund_417,1157469,2005-01-03
fund,fund_418,1401055,2005-01-03
fund,fund_419,670231,2005-01-03
fund,fund_420,954352,2005-01-03
fund,fund_421,942676,2005-01-03
fund,fund_422,1298040,2005-01-03
fund,fund_423,1132432,2005-01-03
fund,fund_424,1469017,2005-01-03
fund,fund_425,1107702,2005-01-03
fund,fund_426,723061,2005-01-03
fund,fund_427,853295,2005-01-03
fund,fund_428,938900,2005-01-03
fund,fund_429,1134329,2005-01-03
fund,fund_430,731546,2005-01-03
fund,fund_431,932513,2005-01-03
fund,fund_432,1267725,2005-01-03
fund,fund_433,1182090,2005-01-03
fund,fund_434,1243777,2005-01-03
fund,fund_435,519470,2005-01-03
fund,fund_436,685300,2005-01-03
fund,fund_437,1145580,2005-01-03
fund,fund_438,663962,2005-01-03
fund,fund_439,1467079,2005-01-03
fund,fund_440,1240583,2005-01-03
fund,fund_441,958509,2005-01-03
fund,fund_442,1362631,2005-01-03
fund,fund_443,597204,2005-01-03
fund,fund_444,1163233,2005-01-03
fund,fund_445,763498,2005-01-03
fund,fund_446,708361,2005-01-03
fund,fund_447,1394947,2005-01-03
fund,fund_448,1447357,2005-01-03
fund,fund_449,1071508,2005-01-03
fund,fund_450,934504,2005-01-03
fund,fund_451,1331630,2005-01-03
fund,fund_452,1460367,2005-01-03
fund,fund_453,634087,2005-01-03
fund,fund_454,1043104,2005-01-03
fund,fund_455,1422063,2005-01-03
fund,fund_456,1312649,2005-01-03
fund,fund_457,920402,2005-01-03
fund,fund_458,1301789,2005-01-03
fund,fund_459,1294042,2005-01-03
fund,fund_460,709143,2005-01-03
